Hotel,Average_Rating
Comfort Inn & Suites Hotel Circle / SeaWorld,2.9641255605381165
Comfort Inn & Suites Houston,3.4
Comfort Inn & Suites I-10 Airport,4.703703703703703
Comfort Inn & Suites Market Center,3.4615384615384617
Comfort Inn & Suites N at Pyramids,3.6865671641791047
Comfort Inn & Suites Near Medical Center,3.78
Comfort Inn & Suites New York Avenue,2.6076923076923078
Comfort Inn & Suites Seattle,2.9836065573770494
Comfort Inn & Suites West,3.3378378378378377
Comfort Inn & Suites Zoo / SeaWorld Area,3.64070351758794
Comfort Inn & Suites near the AT&T Center,3.28
Comfort Inn - Boston,3.1636363636363636
Comfort Inn - Los Angeles / West Sunset Blvd.,3.6323529411764706
Comfort Inn Airport East,2.789473684210526
Comfort Inn At The Harbor,3.140845070422535
Comfort Inn Central,3.1951219512195124
Comfort Inn Central Park West,3.2666666666666666
Comfort Inn Chelsea,3.5065359477124183
Comfort Inn Convention Center,3.50531914893617
Comfort Inn Denver International Airport,2.378787878787879
Comfort Inn Downtown,3.9598603839441537
Comfort Inn Downtown DC / Convention Center,4.052469135802469
Comfort Inn Downtown/Historic Area,3.272727272727273
Comfort Inn East,4.333333333333333
Comfort Inn East Indianapolis,3.0
Comfort Inn Executive Park,3.1578947368421053
Comfort Inn Fiesta Park Area,2.9523809523809526
Comfort Inn Gaslamp / Convention Center,3.6411483253588517
Comfort Inn Houston,2.6666666666666665
Comfort Inn Hwy. 290/NW,3.727272727272727
Comfort Inn Lower East Side,4.319277108433735
Comfort Inn Manhattan,3.871824480369515
Comfort Inn Manhattan Bridge,4.222222222222222
Comfort Inn Memphis,3.0714285714285716
Comfort Inn Near Hollywood Walk of Fame,3.562874251497006
Comfort Inn Near Old Town Pasadena - Eagle Rock,4.0088888888888885
Comfort Inn Near SeaWorld,3.731707317073171
Comfort Inn Near Universal Studios Hollywood,3.378787878787879
Comfort Inn Near Warner Center,3.024390243902439
Comfort Inn New York City,4.0
Comfort Inn North,3.536231884057971
Comfort Inn North Polaris,4.153846153846154
Comfort Inn Phoenix,3.111111111111111
Comfort Inn Phoenix West,4.0
Comfort Inn South,2.4
Comfort Inn Times Square South,3.7030812324929974
Comfort Inn Times Square West,4.049844236760125
Comfort Inn West,4.0754716981132075
Comfort Inn and Suites near Universal Studios,3.6129032258064515
Comfort Inn by the Bay,3.6473118279569894
Comfort Suites,4.458333333333333
Comfort Suites - Columbus / Clara St,3.5647058823529414
Comfort Suites - Columbus / Keim Circle,3.4324324324324325
Comfort Suites - Near the Galleria,3.3636363636363638
Comfort Suites Airport,3.561946902654867
Comfort Suites Airport North,3.8055555555555554
Comfort Suites Alamo/Riverwalk,4.598382749326146
Comfort Suites Austin Airport,3.4358974358974357
Comfort Suites Baymeadows,3.6595744680851063
Comfort Suites Bush Intercontinental Airport,3.595744680851064
Comfort Suites Charlotte Northlake,4.327272727272727
Comfort Suites City Centre,4.276315789473684
Comfort Suites Conference Center,1.75
Comfort Suites Dallas,4.388888888888889
Comfort Suites Denver International Airport,3.345679012345679
Comfort Suites Downtown South,3.12
Comfort Suites East Broad at 270,4.661290322580645
Comfort Suites Fort Worth,4.4
Comfort Suites Hobby Airport Houston,4.44
Comfort Suites I-15 Miramar,3.6301369863013697
Comfort Suites I-240 East-Airport,3.205357142857143
Comfort Suites Indianapolis,4.666666666666667
Comfort Suites Indianapolis Airport,4.182926829268292
Comfort Suites Jacksonville,3.7333333333333334
Comfort Suites Jacksonville I-295,4.416666666666667
Comfort Suites Mission Valley,2.769230769230769
Comfort Suites NW Lakeline,3.9705882352941178
Comfort Suites Near Seaworld,4.328571428571428
Comfort Suites North,3.888888888888889
Comfort Suites North IH 35,4.134615384615385
Comfort Suites Park Central,3.21875
Comfort Suites Phoenix / MetroCenter,4.03125
Comfort Suites San Antonio NW Near Six Flags,4.507462686567164
Comfort Suites San Antonio at Rittiman,3.525
Comfort Suites Stone Oak,4.313725490196078
Comfort Suites University Area,3.16
Comfort Suites West Energy Corridor,3.5294117647058822
Comfort Suites Westchase,3.727272727272727
Comfort Suites Willowbrook / Technology Corridor,3.6666666666666665
Comfort Suites at Lake Worth,3.6666666666666665
Commodore Hotel,1.5333333333333334
Congress Plaza Hotel,2.8991354466858787
Conrad Chicago,4.637401855817274
Conrad Indianapolis,4.581761006289308
Conrad New York,4.409090909090909
Constitution Inn,3.4027777777777777
Continental Inn,3.9
Continental Plaza Seattle,3.5
Conwell Inn,3.989130434782609
Cooper Hotel & Conference Center,4.3
Copley House,3.1337579617834397
Copley Square Hotel,4.372881355932203
Coral Motel,4.090909090909091
Coral Sands Motel,3.7103448275862068
Corktown Inn,2.533333333333333
Cornell Hotel de France,4.123737373737374
Cosmopolitan Hotel - Tribeca,3.926190476190476
Country Garden Inn and Suites,3.0
Country Hearth Inn Charlotte,1.3157894736842106
Country Hearth Inn Indianapolis,2.2
Country Hearth Inn Jacksonville Airport,1.8888888888888888
Country Hearth Inn San Francisco,3.410958904109589
Country Inn & Suites By Carlson Austin-North,3.5217391304347827
Country Inn & Suites By Carlson Indianapolis-South,3.0
"Country Inn & Suites By Carlson San Antonio Airport, TX",4.444444444444445
